Date,Open,High,Low,Close,Adj Close,Volume
25-07-2008,12.117,12.282,11.993,12.254,12.254,127817302
28-07-2008,12.256,12.256,11.834,11.883,11.883,126873778
29-07-2008,11.938,12.136,11.905,12.033,12.033,112532223
30-07-2008,12.092,12.105,11.776,12.022,12.022,140151360
31-07-2008,11.82,11.977,11.742,11.8,11.8,115033564
01-08-2008,11.769,11.786,11.519,11.653,11.653,120766974
04-08-2008,11.659,11.781,11.504,11.532,11.532,99852875
05-08-2008,11.646,11.957,11.615,11.951,11.951,143917423
06-08-2008,11.915,12.199,11.769,12.113,12.113,135538133
07-08-2008,12.005,12.055,11.866,11.933,11.933,111367875
08-08-2008,11.959,12.347,11.848,12.329,12.329,150132633
11-08-2008,12.266,12.674,12.249,12.474,12.474,170207597
12-08-2008,12.503,12.606,12.404,12.518,12.518,110641162
13-08-2008,12.493,12.541,12.301,12.454,12.454,145563571
14-08-2008,12.396,12.643,12.361,12.59,12.59,117181585
15-08-2008,12.627,12.719,12.59,12.706,12.706,142359606
18-08-2008,12.698,12.702,12.341,12.411,12.411,133855851
19-08-2008,12.215,12.41,12.12,12.217,12.217,122316761
20-08-2008,12.322,12.371,12.019,12.08,12.08,159881036
21-08-2008,12.028,12.202,11.937,12.118,12.118,141090868
22-08-2008,12.242,12.326,12.191,12.219,12.219,92232419
25-08-2008,12.107,12.379,11.993,12.03,12.03,80874004
26-08-2008,12.041,12.041,11.721,11.81,11.81,132823998
27-08-2008,11.799,11.826,11.578,11.671,11.671,176141757
28-08-2008,11.768,11.867,11.714,11.8,11.8,121642242
29-08-2008,11.7,11.731,11.515,11.539,11.539,154504960
02-09-2008,11.875,12.009,11.492,11.588,11.588,245376296
03-09-2008,11.674,11.813,11.447,11.567,11.567,173230887
04-09-2008,11.457,11.538,11.193,11.214,11.214,194666935
05-09-2008,11.096,11.269,10.961,11.065,11.065,182051827
08-09-2008,11.258,11.281,10.4,10.46,10.46,362068052
09-09-2008,10.54,10.769,10.336,10.427,10.427,290267933
10-09-2008,10.572,10.572,10.204,10.315,10.315,250005583
11-09-2008,10.171,10.837,10.122,10.803,10.803,259826256
12-09-2008,10.715,11.008,10.685,10.901,10.901,242023777
15-09-2008,10.56,11.008,10.553,10.806,10.806,263680649
16-09-2008,10.609,11.19,10.598,11.032,11.032,280676114
17-09-2008,10.921,10.938,10.297,10.324,10.324,366444394
18-09-2008,10.527,10.939,10.224,10.936,10.936,344863807
19-09-2008,11.482,11.509,11.041,11.187,11.187,401740198
22-09-2008,11.311,11.311,10.685,10.713,10.713,176952786
23-09-2008,10.791,10.979,10.603,10.692,10.692,208948265
24-09-2008,10.718,11.083,10.713,10.837,10.837,170316002
25-09-2008,10.93,11.208,10.859,10.949,10.949,201564693
26-09-2008,10.66,10.888,10.486,10.736,10.736,212493504
29-09-2008,10.449,10.548,9.482,9.489,9.489,432129680
30-09-2008,9.863,10.587,9.771,9.976,9.976,123914728
01-10-2008,10.24,10.386,10.04,10.255,10.255,250326782
02-10-2008,10.206,10.211,9.614,9.726,9.726,240293315
03-10-2008,9.897,10.274,9.541,9.637,9.637,320914374
06-10-2008,9.315,9.365,8.896,9.246,9.246,450506303
07-10-2008,9.298,9.339,8.602,8.618,8.618,443833384
08-10-2008,8.223,8.941,8.122,8.421,8.421,474829130
09-10-2008,8.581,8.682,8.012,8.194,8.194,324210683
10-10-2008,7.8,8.515,7.729,8.269,8.269,425500926
13-10-2008,8.862,9.513,8.611,9.49,9.49,357555200
14-10-2008,9.802,9.826,8.892,9.034,9.034,312559174
15-10-2008,8.833,8.941,8.439,8.448,8.448,269863738
16-10-2008,8.288,8.879,7.707,8.793,8.793,652022815
17-10-2008,9.439,9.614,9.055,9.279,9.279,572104380
20-10-2008,9.458,9.489,8.956,9.448,9.448,271148536
21-10-2008,9.275,9.559,9.016,9.035,9.035,232146894
22-10-2008,8.891,9.208,8.568,8.859,8.859,263383540
23-10-2008,8.808,8.917,8.418,8.775,8.775,260127380
24-10-2008,8.131,8.729,8.088,8.451,8.451,295463334
27-10-2008,8.339,8.543,8.11,8.206,8.206,248957670
28-10-2008,8.445,9.198,8.182,9.184,9.184,325431241
29-10-2008,9.111,9.24,8.776,8.917,8.917,391726805
30-10-2008,9.177,9.265,8.926,8.959,8.959,320753774
31-10-2008,8.871,9.264,8.824,8.95,8.95,298044974
03-11-2008,8.906,9.041,8.504,8.63,8.63,239072757
04-11-2008,8.803,9.274,8.605,9.139,9.139,295097969
05-11-2008,9.02,9.188,8.501,8.524,8.524,278901487
06-11-2008,8.468,8.578,8.115,8.25,8.25,344277618
07-11-2008,8.297,8.497,8.103,8.248,8.248,187953866
10-11-2008,8.169,8.205,7.708,7.94,7.94,324415448
11-11-2008,7.688,7.878,7.485,7.757,7.757,407385278
12-11-2008,7.523,7.783,7.167,7.248,7.248,403550960
13-11-2008,7.267,7.796,6.974,7.773,7.773,531372276
14-11-2008,7.553,8.094,7.536,7.722,7.722,382110897
17-11-2008,7.547,7.725,7.421,7.475,7.475,302883041
18-11-2008,7.511,7.565,7.107,7.408,7.408,335095329
19-11-2008,7.357,7.477,6.938,6.978,6.978,314558640
20-11-2008,6.847,7.047,6.452,6.465,6.465,392642224
21-11-2008,6.538,6.709,6.159,6.536,6.536,411315956
24-11-2008,6.706,6.724,6.202,6.412,6.412,403695499
25-11-2008,6.692,7.14,6.658,7.025,7.025,432462924
26-11-2008,6.981,7.359,6.879,7.275,7.275,255217044
28-11-2008,7.237,7.384,7.18,7.297,7.297,103004645
01-12-2008,7.14,7.158,6.625,6.625,6.625,229304279
02-12-2008,6.718,6.919,6.54,6.852,6.852,234463545
03-12-2008,6.721,7.008,6.609,6.96,6.96,237077306
04-12-2008,6.887,7.061,6.694,6.833,6.833,196196647
05-12-2008,6.75,7.079,6.576,7.073,7.073,261825722
08-12-2008,7.223,7.707,7.024,7.525,7.525,326993073
09-12-2008,7.414,7.92,7.398,7.621,7.621,276629001
10-12-2008,7.702,7.843,7.584,7.692,7.692,210265182
11-12-2008,7.576,7.793,7.417,7.477,7.477,248094446
12-12-2008,7.365,7.882,7.323,7.865,7.865,229741913
15-12-2008,7.821,7.933,7.599,7.738,7.738,270526212
16-12-2008,7.834,8.207,7.753,8.102,8.102,283442445
17-12-2008,7.936,8.023,7.781,7.852,7.852,232456049
18-12-2008,7.888,7.979,7.699,7.728,7.728,191254191
19-12-2008,7.746,7.915,7.696,7.725,7.725,225345496
22-12-2008,7.685,7.709,7.239,7.4,7.4,157291365
23-12-2008,7.483,7.554,7.389,7.423,7.423,151674390
24-12-2008,7.509,7.63,7.432,7.545,7.545,77148090
26-12-2008,7.573,7.603,7.43,7.481,7.481,78657728
29-12-2008,7.477,7.506,7.262,7.408,7.408,148631025
30-12-2008,7.492,7.642,7.44,7.549,7.549,154316255
31-12-2008,7.577,7.746,7.537,7.663,7.663,115904817
02-01-2009,7.686,8.015,7.609,8.003,8.003,144961322
05-01-2009,7.995,8.25,7.846,8.171,8.171,196293007
06-01-2009,8.293,8.488,8.129,8.32,8.32,257971329
07-01-2009,8.177,8.242,7.939,8.02,8.02,180453860
08-01-2009,7.927,8.099,7.904,8.099,8.099,144567852
09-01-2009,8.157,8.157,7.806,7.847,7.847,174270770
12-01-2009,7.878,7.944,7.727,7.788,7.788,132667413
13-01-2009,7.765,7.985,7.731,7.829,7.829,177964564
14-01-2009,7.721,7.816,7.416,7.496,7.496,219535801
15-01-2009,7.411,7.561,7.143,7.447,7.447,238269759
16-01-2009,7.597,7.677,7.365,7.464,7.464,209759293
20-01-2009,7.451,7.46,7.042,7.042,7.042,202684876
21-01-2009,7.182,7.559,7.182,7.549,7.549,197718329
22-01-2009,7.423,7.705,7.351,7.634,7.634,331919470
23-01-2009,7.703,8.268,7.577,8.087,8.087,430921167
26-01-2009,8.091,8.169,7.984,8.067,8.067,185119281
27-01-2009,8.131,8.316,8.076,8.256,8.256,197830749
28-01-2009,8.418,8.775,8.376,8.684,8.684,308809170
29-01-2009,8.581,8.594,8.471,8.551,8.551,292444059
30-01-2009,8.585,8.687,8.369,8.432,8.432,187580472
02-02-2009,8.326,8.593,8.269,8.482,8.482,209056670
03-02-2009,8.532,8.543,8.315,8.479,8.479,263243015
04-02-2009,8.47,8.828,8.448,8.543,8.543,273718132
05-02-2009,8.491,8.851,8.394,8.81,8.81,291665150
06-02-2009,8.878,9.31,8.853,9.247,9.247,282579221
09-02-2009,9.247,9.489,9.148,9.434,9.434,199838246
10-02-2009,9.364,9.402,8.914,8.929,8.929,285213056
11-02-2009,8.94,9.091,8.792,8.918,8.918,210048373
12-02-2009,8.796,9.057,8.754,9.042,9.042,222844155
13-02-2009,9.021,9.041,8.848,8.909,8.909,166489714
17-02-2009,8.63,8.645,8.461,8.535,8.535,228067661
18-02-2009,8.649,8.802,8.481,8.795,8.795,241883252
19-02-2009,8.903,8.961,8.503,8.534,8.534,200295955
20-02-2009,8.42,8.69,8.344,8.629,8.629,249616129
23-02-2009,8.643,8.712,8.208,8.221,8.221,209626799
24-02-2009,8.245,8.708,8.241,8.604,8.604,244749957
25-02-2009,8.522,8.775,8.441,8.509,8.509,258529413
26-02-2009,8.617,8.779,8.398,8.398,8.398,225064447
27-02-2009,8.293,8.563,8.247,8.418,8.418,217612620
02-03-2009,8.302,8.486,8.12,8.148,8.148,232407869
03-03-2009,8.221,8.311,8.029,8.107,8.107,261970262
04-03-2009,8.049,8.194,7.855,7.943,7.943,313908211
05-03-2009,7.882,7.947,7.538,7.612,7.612,262175027
06-03-2009,7.652,7.726,7.329,7.685,7.685,290452622
09-03-2009,7.471,7.636,7.209,7.245,7.245,259822241
10-03-2009,7.428,7.734,7.329,7.675,7.675,270217058
11-03-2009,7.724,7.97,7.614,7.918,7.918,237832124
12-03-2009,7.909,8.095,7.812,8.058,8.058,201717262
13-03-2009,8.122,8.156,7.946,8.08,8.08,156841686
16-03-2009,8.119,8.212,7.935,7.962,7.962,198613673
17-03-2009,7.975,8.352,7.947,8.352,8.352,189206544
18-03-2009,8.339,8.468,8.171,8.296,8.296,201239478
19-03-2009,8.261,8.369,8.154,8.218,8.218,165064391
20-03-2009,8.227,8.294,8.128,8.223,8.223,190226352
23-03-2009,8.308,8.704,8.295,8.682,8.682,171500425
24-03-2009,8.63,8.813,8.568,8.647,8.647,153372732
25-03-2009,8.727,8.751,8.375,8.57,8.57,174102141
26-03-2009,8.795,8.945,8.68,8.799,8.799,241032074
27-03-2009,8.717,8.767,8.604,8.66,8.66,133410187
30-03-2009,8.532,8.563,8.37,8.535,8.535,124227898
31-03-2009,8.691,8.805,8.622,8.669,8.669,146760038
01-04-2009,8.562,8.848,8.483,8.819,8.819,132542948
02-04-2009,9.049,9.209,8.974,9.029,9.029,180192885
03-04-2009,9.078,9.258,8.917,9.21,9.21,152160204
06-04-2009,9.141,9.211,9.001,9.172,9.172,131703815
07-04-2009,9.031,9.06,8.85,8.933,8.933,147755757
08-04-2009,9.054,9.091,8.872,9.016,9.016,111022586
09-04-2009,9.203,9.324,9.122,9.278,9.278,135811153
13-04-2009,9.249,9.442,9.223,9.417,9.417,122461301
14-04-2009,9.388,9.39,9.106,9.188,9.188,137658049
15-04-2009,9.143,9.491,9.07,9.452,9.452,197967259
16-04-2009,9.502,9.786,9.49,9.682,9.682,408931050
17-04-2009,9.614,9.958,9.584,9.769,9.769,430840867
20-04-2009,9.618,9.73,9.362,9.447,9.447,177820024
21-04-2009,9.369,9.572,9.367,9.501,9.501,148370051
22-04-2009,9.508,9.714,9.44,9.561,9.561,140597024
23-04-2009,9.652,9.707,9.492,9.581,9.581,104751167
24-04-2009,9.615,9.793,9.477,9.701,9.701,135923572
27-04-2009,9.573,9.701,9.533,9.613,9.613,91967429
28-04-2009,9.558,9.69,9.503,9.557,9.557,118185333
29-04-2009,9.613,9.837,9.61,9.75,9.75,144941247
30-04-2009,9.857,10.056,9.833,9.862,9.862,174881049
01-05-2009,9.839,9.903,9.752,9.805,9.805,97471985
04-05-2009,9.917,10.022,9.833,10.012,10.012,128600225
05-05-2009,9.962,10.087,9.894,10.037,10.037,96391952
06-05-2009,10.132,10.169,9.988,10.049,10.049,105710750
07-05-2009,10.065,10.087,9.776,9.878,9.878,120441759
08-05-2009,10.034,10.215,9.838,10.145,10.145,155183494
11-05-2009,10.032,10.262,9.993,10.161,10.161,102755715
12-05-2009,10.212,10.236,9.841,9.938,9.938,152200354
13-05-2009,9.815,9.873,9.672,9.702,9.702,114138220
14-05-2009,9.684,9.769,9.581,9.651,9.651,117920344
15-05-2009,9.741,9.816,9.691,9.714,9.714,120799094
18-05-2009,9.831,9.896,9.599,9.884,9.884,134570520
19-05-2009,9.866,10.004,9.788,9.935,9.935,113925426
20-05-2009,10.015,10.104,9.838,9.892,9.892,91702440
21-05-2009,9.871,10.033,9.809,9.875,9.875,109199779
22-05-2009,9.879,9.929,9.763,9.801,9.801,69001669
26-05-2009,9.762,10.087,9.714,10.071,10.071,124645457
27-05-2009,10.103,10.258,10.082,10.101,10.101,121826932
28-05-2009,10.179,10.252,10.077,10.222,10.222,107152133
29-05-2009,10.264,10.392,10.229,10.392,10.392,106325044
01-06-2009,10.429,10.7,10.424,10.624,10.624,133394127
02-06-2009,10.616,10.709,10.545,10.67,10.67,105337356
03-06-2009,10.61,10.771,10.56,10.751,10.751,141841672
04-06-2009,10.842,10.99,10.822,10.966,10.966,146069460
05-06-2009,11.085,11.142,10.945,11.067,11.067,147783862
08-06-2009,10.946,10.982,10.812,10.928,10.928,124412588
09-06-2009,10.924,10.971,10.754,10.85,10.85,130684007
10-06-2009,10.865,10.906,10.627,10.775,10.775,134859599
11-06-2009,10.754,10.803,10.669,10.685,10.685,115037579
12-06-2009,10.632,10.653,10.491,10.581,10.581,117173555
15-06-2009,10.498,10.498,10.311,10.38,10.38,150036273
16-06-2009,10.444,10.488,10.347,10.361,10.361,122445241
17-06-2009,10.366,10.454,10.251,10.34,10.34,140127270
18-06-2009,10.353,10.428,10.286,10.313,10.313,123870563
19-06-2009,10.416,10.472,10.326,10.463,10.463,171002566
22-06-2009,10.385,10.398,10.01,10.146,10.146,165594371
23-06-2009,10.128,10.187,10.026,10.104,10.104,116418737
24-06-2009,10.18,10.267,10.126,10.194,10.194,98680498
25-06-2009,10.137,10.359,10.125,10.355,10.355,122236461
26-06-2009,10.303,10.666,10.289,10.593,10.593,130756276
29-06-2009,10.61,10.655,10.517,10.564,10.564,87097243
30-06-2009,10.56,10.64,10.416,10.5,10.5,104144903
01-07-2009,10.565,10.62,10.415,10.436,10.436,92778458
02-07-2009,10.346,10.346,10.132,10.174,10.174,101081463
06-07-2009,10.125,10.228,10.004,10.202,10.202,90843231
07-07-2009,10.168,10.192,9.863,9.879,9.879,130860666
08-07-2009,9.963,10.112,9.914,10.025,10.025,138163938
09-07-2009,10.115,10.323,10.107,10.221,10.221,131515110
10-07-2009,10.201,10.395,10.179,10.321,10.321,117502785
13-07-2009,10.365,10.573,10.341,10.568,10.568,162434571
14-07-2009,10.553,10.628,10.482,10.578,10.578,116266167
15-07-2009,10.701,10.926,10.672,10.913,10.913,151646285
16-07-2009,10.876,11.102,10.812,11.024,11.024,263162715
17-07-2009,10.785,10.846,10.628,10.716,10.716,275191634
20-07-2009,10.707,10.781,10.616,10.714,10.714,126612804
21-07-2009,10.733,10.757,10.603,10.658,10.658,119173022
22-07-2009,10.66,10.715,10.548,10.652,10.652,103855823
23-07-2009,10.677,10.989,10.598,10.893,10.893,139649486
24-07-2009,10.855,11.22,10.834,11.126,11.126,145619780
27-07-2009,11.109,11.127,10.899,11.078,11.078,100551484
28-07-2009,10.984,11.029,10.862,10.955,10.955,101679697
29-07-2009,10.89,10.904,10.757,10.865,10.865,79777911
30-07-2009,11.024,11.245,11.024,11.099,11.099,128423566
31-07-2009,11.207,11.275,11.019,11.035,11.035,114844859
03-08-2009,11.177,11.305,11.149,11.263,11.263,104000363
04-08-2009,11.192,11.308,11.169,11.301,11.301,95950302
05-08-2009,11.357,11.38,11.155,11.236,11.236,94031136
06-08-2009,11.315,11.33,11.171,11.217,11.217,84752487
07-08-2009,11.349,11.443,11.332,11.385,11.385,102105287
10-08-2009,11.336,11.417,11.302,11.373,11.373,69941178
11-08-2009,11.299,11.388,11.267,11.306,11.306,68756755
12-08-2009,11.343,11.501,11.331,11.422,11.422,94007046
13-08-2009,11.511,11.575,11.43,11.514,11.514,80107140
14-08-2009,11.526,11.536,11.38,11.457,11.457,67255147
17-08-2009,11.245,11.258,11.037,11.081,11.081,105200846
18-08-2009,11.086,11.151,11.017,11.09,11.09,94396500
19-08-2009,10.959,11.083,10.923,11.058,11.058,90538092
20-08-2009,11.258,11.511,11.239,11.467,11.467,160555554
21-08-2009,11.595,11.609,11.523,11.588,11.588,142953825
24-08-2009,11.64,11.708,11.567,11.674,11.674,98503838
25-08-2009,11.684,11.814,11.674,11.74,11.74,93990986
26-08-2009,11.775,11.781,11.624,11.656,11.656,79810030
27-08-2009,11.671,11.671,11.475,11.608,11.608,80255695
28-08-2009,11.688,11.765,11.541,11.575,11.575,71129616
31-08-2009,11.452,11.503,11.407,11.499,11.499,78609548
01-09-2009,11.449,11.627,11.318,11.351,11.351,104185053
02-09-2009,11.353,11.415,11.272,11.283,11.283,72462593
03-09-2009,11.353,11.413,11.333,11.395,11.395,66094814
04-09-2009,11.397,11.522,11.352,11.489,11.489,60192775
08-09-2009,11.564,11.631,11.353,11.423,11.423,106666319
09-09-2009,11.434,11.613,11.427,11.556,11.556,88145156
10-09-2009,11.623,11.73,11.507,11.73,11.73,101764012
11-09-2009,11.716,11.788,11.647,11.759,11.759,76401301
14-09-2009,11.719,11.875,11.707,11.834,11.834,79324216
15-09-2009,11.833,11.928,11.774,11.894,11.894,96283547
16-09-2009,11.95,12.189,11.917,12.162,12.162,103799614
17-09-2009,12.218,12.388,12.133,12.247,12.247,179996150
18-09-2009,12.373,12.378,12.235,12.241,12.241,131832295
21-09-2009,12.148,12.426,12.11,12.379,12.379,84973311
22-09-2009,12.476,12.503,12.399,12.43,12.43,122103967
23-09-2009,12.473,12.628,12.396,12.415,12.415,108573440
24-09-2009,12.465,12.488,12.279,12.373,12.373,101482963
25-09-2009,12.311,12.452,12.254,12.266,12.266,82291296
28-09-2009,12.325,12.491,12.286,12.417,12.417,73847766
29-09-2009,12.442,12.447,12.279,12.417,12.417,84282733
30-09-2009,12.453,12.457,12.136,12.35,12.35,126139035
01-10-2009,12.279,12.365,12.13,12.135,12.135,112949783
02-10-2009,12.048,12.248,12.02,12.069,12.069,104421937
05-10-2009,12.146,12.265,12.038,12.167,12.167,86105539
06-10-2009,12.247,12.438,12.247,12.422,12.422,109701653
07-10-2009,12.428,12.926,12.399,12.89,12.89,195698788
08-10-2009,12.941,13.032,12.786,12.806,12.806,172797268
09-10-2009,12.868,12.989,12.814,12.858,12.858,109934523
12-10-2009,13.037,13.095,12.935,13.052,13.052,133386097
13-10-2009,13.061,13.137,12.986,13.104,13.104,121951397
14-10-2009,13.262,13.34,13.201,13.333,13.333,130824531
15-10-2009,13.294,13.372,13.133,13.198,13.198,244930632
16-10-2009,13.632,13.817,13.562,13.695,13.695,355001664
19-10-2009,13.766,13.788,13.667,13.751,13.751,129198459
20-10-2009,13.74,13.772,13.467,13.741,13.741,162354271
21-10-2009,13.696,13.932,13.674,13.726,13.726,147374332
22-10-2009,13.699,13.823,13.649,13.801,13.801,93810311
23-10-2009,13.829,13.895,13.729,13.791,13.791,96066737
26-10-2009,13.842,13.989,13.721,13.804,13.804,119261352
27-10-2009,13.723,13.812,13.553,13.656,13.656,129142249
28-10-2009,13.646,13.699,13.406,13.457,13.457,103096990
29-10-2009,13.525,13.744,13.474,13.725,13.725,101282213
30-10-2009,13.699,13.703,13.306,13.353,13.353,139260032
02-11-2009,13.377,13.436,13.157,13.3,13.3,128564090
03-11-2009,13.201,13.387,13.158,13.382,13.382,95564863
04-11-2009,13.47,13.587,13.36,13.458,13.458,93657741
05-11-2009,13.537,13.693,13.516,13.665,13.665,74185025
06-11-2009,13.642,13.743,13.587,13.726,13.726,73341877
09-11-2009,13.834,14.012,13.804,14.01,14.01,106393299
10-11-2009,14.016,14.166,13.998,14.116,14.116,89566463
11-11-2009,14.209,14.284,14.094,14.211,14.211,93135792
12-11-2009,14.186,14.269,14.085,14.143,14.143,75734813
13-11-2009,14.179,14.259,14.112,14.248,14.248,66921903
16-11-2009,14.321,14.371,14.266,14.353,14.353,88297726
17-11-2009,14.318,14.384,14.289,14.383,14.383,76955370
18-11-2009,14.362,14.415,14.248,14.362,14.362,62216331
19-11-2009,14.291,14.296,14.197,14.271,14.271,87045048
20-11-2009,14.184,14.237,14.182,14.196,14.196,80548789
23-11-2009,14.358,14.61,14.343,14.504,14.504,102281946
24-11-2009,14.509,14.553,14.36,14.523,14.523,64448667
25-11-2009,14.606,14.622,14.513,14.589,14.589,58667077
27-11-2009,14.247,14.507,14.221,14.44,14.44,55591593
30-11-2009,14.462,14.537,14.374,14.521,14.521,69262644
01-12-2009,14.648,14.725,14.521,14.692,14.692,93159882
02-12-2009,14.72,14.77,14.601,14.633,14.633,66777363
03-12-2009,14.671,14.731,14.57,14.589,14.589,57362205
04-12-2009,14.77,14.815,14.425,14.571,14.571,100920864
07-12-2009,14.551,14.662,14.471,14.602,14.602,65693315
08-12-2009,14.533,14.711,14.496,14.621,14.621,61188493
09-12-2009,14.633,14.678,14.535,14.671,14.671,71507025
10-12-2009,14.706,14.812,14.705,14.732,14.732,66982128
11-12-2009,14.811,14.813,14.638,14.708,14.708,69057879
14-12-2009,14.828,14.877,14.76,14.838,14.838,76822876
15-12-2009,14.777,14.854,14.72,14.773,14.773,91557900
16-12-2009,14.909,14.953,14.86,14.888,14.888,112797213
17-12-2009,14.855,14.885,14.789,14.793,14.793,105947635
18-12-2009,14.845,14.917,14.819,14.855,14.855,141789477
21-12-2009,14.884,14.94,14.836,14.911,14.911,103233500
22-12-2009,14.977,14.981,14.915,14.972,14.972,75513988
23-12-2009,15.031,15.265,15.015,15.235,15.235,83218760
24-12-2009,15.266,15.43,15.25,15.404,15.404,34476745
28-12-2009,15.483,15.591,15.404,15.514,15.514,68170566
29-12-2009,15.56,15.563,15.4,15.427,15.427,57205620
30-12-2009,15.405,15.51,15.393,15.51,15.51,58843737
31-12-2009,15.56,15.577,15.442,15.442,15.442,48974884
04-01-2010,15.615,15.679,15.548,15.61,15.61,78541293
05-01-2010,15.621,15.637,15.48,15.541,15.541,120638494
06-01-2010,15.588,15.588,15.102,15.15,15.15,159744526
07-01-2010,15.178,15.193,14.761,14.797,14.797,257533695
08-01-2010,14.745,15.025,14.673,14.994,14.994,189680313
11-01-2010,15.055,15.055,14.796,14.972,14.972,289597429
12-01-2010,14.885,14.898,14.645,14.707,14.707,194859654
13-01-2010,14.358,14.655,14.294,14.622,14.622,260838034
14-01-2010,14.543,14.8,14.516,14.691,14.691,170239717
15-01-2010,14.778,14.784,14.397,14.446,14.446,218194794
19-01-2010,14.476,14.705,14.353,14.636,14.636,173315202
20-01-2010,14.595,14.595,14.329,14.456,14.456,130515377
21-01-2010,14.532,14.616,14.253,14.52,14.52,253253712
22-01-2010,14.06,14.212,13.322,13.699,13.699,273035583
25-01-2010,13.614,13.696,13.338,13.45,13.45,177458675
26-01-2010,13.399,13.689,13.357,13.51,13.51,174873019
27-01-2010,13.481,13.64,13.333,13.502,13.502,159170382
28-01-2010,13.561,13.624,13.215,13.307,13.307,129648138
29-01-2010,13.412,13.474,13.091,13.199,13.199,166240784
01-02-2010,13.315,13.345,13.208,13.276,13.276,90369462
02-02-2010,13.324,13.324,13.141,13.228,13.228,164462143
03-02-2010,13.167,13.502,13.156,13.47,13.47,120413655
04-02-2010,13.375,13.4,13.09,13.12,13.12,135614418
05-02-2010,13.161,13.288,13.013,13.233,13.233,126713179
08-02-2010,13.263,13.499,13.239,13.287,13.287,108175956
09-02-2010,13.438,13.488,13.327,13.361,13.361,113206742
10-02-2010,13.302,13.395,13.143,13.311,13.311,107380987
11-02-2010,13.283,13.462,13.188,13.36,13.36,96761331
12-02-2010,13.274,13.379,13.213,13.278,13.278,91529795
16-02-2010,13.372,13.552,13.308,13.482,13.482,146723904
17-02-2010,13.499,13.534,13.39,13.405,13.405,81492313
18-02-2010,13.388,13.574,13.353,13.53,13.53,93826371
19-02-2010,13.463,13.55,13.442,13.469,13.469,102506786
22-02-2010,13.633,13.636,13.474,13.519,13.519,86105539
23-02-2010,13.524,13.54,13.258,13.327,13.327,115334688
24-02-2010,13.3,13.411,13.213,13.237,13.237,93412827
25-02-2010,13.129,13.163,12.951,13.112,13.112,132864148
26-02-2010,13.136,13.244,13.038,13.121,13.121,82279251
01-03-2010,13.181,13.282,13.144,13.268,13.268,89851528
02-03-2010,13.337,13.591,13.325,13.476,13.476,174925214
03-03-2010,13.508,13.652,13.431,13.582,13.582,124039193
04-03-2010,13.611,13.851,13.604,13.813,13.813,127829347
05-03-2010,13.981,14.139,13.945,14.053,14.053,157074555
08-03-2010,14.067,14.077,13.973,14.009,14.009,95813793
09-03-2010,13.944,14.064,13.861,13.952,13.952,127540267
10-03-2010,14.041,14.408,14.003,14.357,14.357,227043838
11-03-2010,14.303,14.601,14.301,14.474,14.474,169966698
12-03-2010,14.649,14.652,14.425,14.434,14.434,110548817
15-03-2010,14.114,14.183,13.848,14.027,14.027,186853758
16-03-2010,13.993,14.157,13.967,14.077,14.077,137774484
17-03-2010,14.154,14.233,14.054,14.086,14.086,133362007
18-03-2010,14.065,14.158,14.021,14.107,14.107,71354455
19-03-2010,13.948,14.147,13.88,13.948,13.948,192486794
22-03-2010,13.851,14.118,13.805,13.885,13.885,160792439
23-03-2010,13.874,13.906,13.499,13.674,13.674,220876809
24-03-2010,13.587,13.944,13.442,13.881,13.881,263592319
25-03-2010,13.923,14.247,13.914,14.019,14.019,157825359
26-03-2010,14.079,14.132,13.948,14.015,14.015,108252241
29-03-2010,14.022,14.065,13.962,14.009,14.009,124645457
30-03-2010,14.018,14.138,13.955,14.115,14.115,79412546
31-03-2010,14.073,14.19,14.018,14.125,14.125,121686407
01-04-2010,14.23,14.283,14.086,14.167,14.167,84423257
05-04-2010,14.219,14.318,14.172,14.222,14.222,76345092
06-04-2010,14.183,14.219,14.082,14.152,14.152,82712870
07-04-2010,14.13,14.166,13.994,14.036,14.036,103626969
08-04-2010,14.03,14.193,13.949,14.134,14.134,78191988
09-04-2010,14.134,14.166,14.047,14.103,14.103,82572346
12-04-2010,14.131,14.296,14.103,14.265,14.265,94448695
13-04-2010,14.26,14.667,14.225,14.614,14.614,157078570
14-04-2010,14.696,14.753,14.546,14.67,14.67,136618166
15-04-2010,14.749,14.89,14.652,14.827,14.827,271485795
16-04-2010,14.022,14.167,13.689,13.702,13.702,491254466
19-04-2010,13.668,13.798,13.574,13.701,13.701,156343827
20-04-2010,13.803,13.939,13.725,13.824,13.824,119542401
21-04-2010,13.86,13.954,13.752,13.806,13.806,96018557
22-04-2010,13.748,13.761,13.533,13.625,13.625,131719875
23-04-2010,13.63,13.682,13.506,13.574,13.574,83889263
26-04-2010,13.573,13.574,13.181,13.241,13.241,175407013
27-04-2010,13.174,13.408,13.132,13.177,13.177,154364435
28-04-2010,13.253,13.321,12.977,13.18,13.18,136754676
29-04-2010,13.284,13.362,13.118,13.25,13.25,122814620
30-04-2010,13.229,13.392,13.087,13.093,13.093,97781139
03-05-2010,13.113,13.273,13.078,13.215,13.215,74590540
04-05-2010,13.114,13.119,12.558,12.612,12.612,243963019
05-05-2010,12.478,12.845,12.465,12.696,12.696,183975008
06-05-2010,12.671,12.89,11.457,12.42,12.42,200753664
07-05-2010,12.453,12.586,11.988,12.282,12.282,204322993
